ID,Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length
10917,6000.00,5950.00,0.10,36 months,debt_consolidation,0.07,GA,RENT,2300,720-724,5.00,4006.00,1.00,2 years
72072,3000.00,3000.00,0.14,36 months,debt_consolidation,0.12,NC,RENT,4789.33,680-684,9.00,1353.00,2.00,10+ years
49761,9000.00,9000.00,0.10,36 months,credit_card,0.19,NY,MORTGAGE,5833.33,705-709,12.00,12035.00,0.00,10+ years
50231,3000.00,3000.00,0.18,36 months,debt_consolidation,0.23,AL,MORTGAGE,4820,660-664,23.00,7949.00,3.00,7 years
45222,26500.00,26500.00,0.10,60 months,small_business,0.17,NY,MORTGAGE,5416.67,785-789,13.00,9966.00,0.00,10+ years
19328,7500.00,7500.00,0.16,36 months,debt_consolidation,0.13,CA,RENT,4166.67,660-664,8.00,7430.00,0.00,< 1 year
66149,4000.00,4000.00,0.10,36 months,major_purchase,0.05,IL,RENT,3168,715-719,5.00,6916.00,2.00,< 1 year
23944,10000.00,9975.00,0.18,60 months,car,0.09,CA,RENT,4300,685-689,4.00,37.00,1.00,10+ years
24608,2200.00,2200.00,0.15,36 months,debt_consolidation,0.16,CA,RENT,2500,675-679,7.00,2476.00,2.00,2 years
3178,7000.00,6975.00,0.13,36 months,car,0.22,CA,MORTGAGE,3041.67,700-704,13.00,15394.00,1.00,< 1 year
93711,10000.00,10000.00,0.16,36 months,debt_consolidation,0.13,AZ,RENT,5000,670-674,16.00,11286.00,1.00,< 1 year
75034,24575.00,24575.00,0.16,36 months,debt_consolidation,0.20,GA,MORTGAGE,5250,695-699,8.00,20858.00,2.00,10+ years
31254,17000.00,17000.00,0.11,36 months,debt_consolidation,0.14,MI,RENT,5083.33,695-699,9.00,13883.00,0.00,4 years
39591,7200.00,7200.00,0.08,36 months,debt_consolidation,0.08,GA,RENT,5666.67,720-724,5.00,8783.00,0.00,3 years
70589,7200.00,7200.00,0.12,36 months,credit_card,0.29,CA,RENT,4166.67,680-684,12.00,5165.00,0.00,10+ years
17664,20000.00,16275.00,0.06,36 months,debt_consolidation,0.12,MD,MORTGAGE,8083.33,770-774,13.00,29813.00,1.00,10+ years
41198,12000.00,12000.00,0.07,36 months,credit_card,0.22,NC,RENT,5250,740-744,11.00,20639.00,0.00,< 1 year
17016,9600.00,9600.00,0.14,60 months,debt_consolidation,0.10,DE,RENT,5500,680-684,8.00,8359.00,2.00,3 years
89068,12000.00,12000.00,0.15,36 months,debt_consolidation,0.26,MA,OWN,3333.33,665-669,9.00,10310.00,0.00,n/a
76404,14675.00,14675.00,0.14,36 months,credit_card,0.27,CA,RENT,3150,685-689,9.00,7246.00,1.00,8 years
94245,16800.00,16800.00,0.14,60 months,debt_consolidation,0.22,WV,MORTGAGE,6666.67,675-679,14.00,23740.00,0.00,1 year
30441,30000.00,22425.00,0.11,36 months,home_improvement,0.08,MN,MORTGAGE,22916.67,765-769,13.00,1945.00,0.00,4 years
11304,5000.00,5000.00,0.15,60 months,house,0.10,CA,RENT,6833.33,680-684,11.00,5045.00,1.00,8 years
31815,4500.00,4500.00,0.08,36 months,credit_card,0.03,TX,RENT,2166.67,795-799,2.00,527.00,1.00,3 years
16023,4500.00,4500.00,0.07,36 months,medical,0.16,NC,MORTGAGE,3250,725-729,16.00,6049.00,0.00,10+ years
34501,20000.00,19975.00,0.24,60 months,debt_consolidation,0.09,CA,MORTGAGE,11250,670-674,5.00,11168.00,0.00,< 1 year
8291,3250.00,3250.00,0.13,36 months,debt_consolidation,0.21,FL,MORTGAGE,5000,675-679,12.00,20564.00,0.00,3 years
40971,16000.00,16000.00,0.06,36 months,credit_card,0.06,NJ,RENT,12916.67,790-794,8.00,26635.00,1.00,10+ years
95637,3800.00,3800.00,0.22,36 months,small_business,0.08,CA,RENT,4333.33,680-684,6.00,4843.00,2.00,7 years
37228,33600.00,32058.53,0.20,60 months,debt_consolidation,0.14,GA,MORTGAGE,20000,695-699,12.00,17285.00,0.00,2 years
77987,18000.00,18000.00,0.20,60 months,debt_consolidation,0.29,CA,RENT,3750,675-679,18.00,8165.00,0.00,6 years
3755,9000.00,8996.01,0.15,36 months,debt_consolidation,0.24,CA,RENT,5166.67,675-679,7.00,15149.00,1.00,1 year
16996,3000.00,2950.00,0.06,36 months,small_business,0.08,CO,RENT,5416.67,745-749,13.00,10380.00,1.00,1 year
72217,25000.00,25000.00,0.13,36 months,debt_consolidation,0.18,FL,MORTGAGE,14166.67,705-709,21.00,96169.00,0.00,10+ years
60625,9250.00,9250.00,0.12,36 months,debt_consolidation,0.29,TX,MORTGAGE,3333.33,685-689,10.00,5440.00,0.00,10+ years
66892,12250.00,12250.00,0.19,36 months,debt_consolidation,0.17,LA,OWN,2916.67,665-669,7.00,10523.00,0.00,7 years
34122,15000.00,15000.00,0.11,36 months,small_business,0.16,OH,MORTGAGE,7083.33,720-724,14.00,338.00,2.00,9 years
93501,10750.00,10750.00,0.09,36 months,debt_consolidation,0.06,FL,OWN,2750,765-769,5.00,4693.00,0.00,5 years
94386,6250.00,6250.00,0.13,36 months,debt_consolidation,0.29,CT,RENT,1779.17,720-724,19.00,7455.00,1.00,3 years
71489,8000.00,8000.00,0.14,36 months,home_improvement,0.12,HI,RENT,5000,695-699,10.00,.,1.00,6 years
32974,3000.00,3000.00,0.13,36 months,debt_consolidation,0.03,CA,RENT,2083.33,715-719,3.00,844.00,0.00,3 years
4730,10000.00,9975.00,0.11,36 months,debt_consolidation,0.13,CA,RENT,2500,725-729,8.00,14257.00,0.00,3 years
48854,12200.00,12200.00,0.21,60 months,credit_card,0.09,AK,RENT,6666.67,695-699,9.00,17282.00,0.00,10+ years
66528,9600.00,9600.00,0.14,36 months,debt_consolidation,0.21,MO,MORTGAGE,2750,670-674,16.00,11518.00,0.00,10+ years
102010,5600.00,4350.00,0.13,36 months,debt_consolidation,0.08,CA,RENT,2500,660-664,6.00,18718.00,2.00,4 years
46421,13475.00,13475.00,0.12,36 months,credit_card,0.19,MA,MORTGAGE,2250,715-719,3.00,11674.00,0.00,< 1 year
71758,25000.00,25000.00,0.15,36 months,debt_consolidation,0.13,CA,RENT,5416.67,685-689,10.00,22824.00,0.00,6 years
31654,4350.00,4350.00,0.06,36 months,house,0.03,CA,OWN,2600,780-784,5.00,866.00,0.00,< 1 year
62867,7000.00,7000.00,0.18,36 months,wedding,0.16,IL,RENT,5000,660-664,11.00,13665.00,1.00,5 years
80231,19000.00,19000.00,0.08,36 months,debt_consolidation,0.10,RI,MORTGAGE,5166.67,770-774,18.00,43617.00,2.00,10+ years
41739,25475.00,25375.00,0.19,60 months,debt_consolidation,0.22,FL,RENT,5000.67,680-684,17.00,24081.00,1.00,< 1 year
40127,1400.00,1400.00,0.13,36 months,other,0.06,NJ,OWN,4583.33,700-704,3.00,1029.00,0.00,1 year
33923,4000.00,4000.00,0.12,60 months,car,0.13,PA,RENT,3500,705-709,6.00,5915.00,0.00,3 years
92186,15000.00,15000.00,0.12,36 months,debt_consolidation,0.14,FL,MORTGAGE,5416.67,700-704,10.00,9237.00,0.00,< 1 year
82091,9600.00,9600.00,0.11,36 months,debt_consolidation,0.24,CO,MORTGAGE,4389.92,715-719,10.00,2195.00,1.00,8 years
79400,10000.00,10000.00,0.14,36 months,debt_consolidation,0.18,CA,RENT,3333.33,675-679,9.00,10525.00,0.00,10+ years
13069,6000.00,6000.00,0.13,36 months,debt_consolidation,0.22,FL,MORTGAGE,9367,685-689,13.00,33815.00,0.00,1 year
14434,6000.00,5975.00,0.11,36 months,small_business,0.21,NY,OWN,5750,705-709,18.00,21440.00,0.00,10+ years
13412,15000.00,13885.68,0.18,60 months,debt_consolidation,0.08,HI,RENT,12500,670-674,14.00,8296.00,0.00,7 years
69014,4000.00,4000.00,0.11,36 months,other,0.34,FL,MORTGAGE,3333.33,700-704,12.00,12922.00,0.00,4 years
49956,32000.00,32000.00,0.16,60 months,debt_consolidation,0.15,AZ,RENT,7055,725-729,8.00,16174.00,1.00,6 years
6466,24250.00,24144.61,0.12,36 months,major_purchase,0.05,CA,RENT,12000,755-759,10.00,2097.00,1.00,< 1 year
10852,9000.00,8882.52,0.11,60 months,vacation,0.14,TX,MORTGAGE,10000,750-754,10.00,4546.00,0.00,3 years
7558,4200.00,4200.00,0.11,36 months,debt_consolidation,0.07,TX,MORTGAGE,2750,685-689,12.00,4898.00,1.00,5 years
55042,9000.00,8975.00,0.15,36 months,credit_card,0.14,MI,RENT,2500,665-669,10.00,11540.00,0.00,< 1 year
50673,10625.00,10625.00,0.08,36 months,debt_consolidation,0.22,OR,MORTGAGE,3333.33,725-729,15.00,15946.00,0.00,10+ years
51087,10000.00,10000.00,0.10,36 months,debt_consolidation,0.14,LA,MORTGAGE,5416.67,710-714,8.00,10560.00,0.00,3 years
40351,7050.00,7050.00,0.13,36 months,debt_consolidation,0.14,PA,MORTGAGE,5624,680-684,6.00,2530.00,3.00,4 years
11174,7350.00,7325.00,0.11,36 months,debt_consolidation,0.20,OR,MORTGAGE,4000,710-714,17.00,33178.00,0.00,4 years
41948,8450.00,8450.00,0.08,36 months,debt_consolidation,0.11,PA,RENT,3000,730-734,6.00,7603.00,1.00,3 years
18512,12000.00,11975.00,0.15,60 months,credit_card,0.22,CA,RENT,4186,685-689,9.00,9398.00,0.00,3 years
73194,14575.00,14575.00,0.19,36 months,debt_consolidation,0.24,OR,RENT,3833.33,660-664,13.00,13753.00,0.00,10+ years
5794,2500.00,2500.00,0.13,36 months,debt_consolidation,0.16,CA,MORTGAGE,3166.67,690-694,10.00,3777.00,2.00,< 1 year
11953,4800.00,4800.00,0.08,60 months,major_purchase,0.08,CA,MORTGAGE,1600,765-769,6.00,4191.00,1.00,n/a
56056,12000.00,12000.00,0.06,36 months,medical,0.23,MT,MORTGAGE,7500,760-764,8.00,5116.00,0.00,10+ years
53652,13600.00,13575.00,0.07,36 months,debt_consolidation,0.17,CA,MORTGAGE,11250,750-754,11.00,77377.00,1.00,4 years
85685,10500.00,10500.00,0.12,36 months,debt_consolidation,0.11,OR,RENT,6666.67,710-714,16.00,7738.00,1.00,7 years
73773,5175.00,5175.00,0.18,36 months,credit_card,0.23,NY,RENT,1500,660-664,9.00,8577.00,1.00,5 years
72356,28200.00,28150.00,0.10,60 months,home_improvement,0.10,CA,MORTGAGE,5900,780-784,13.00,20670.00,0.00,10+ years
35260,2500.00,2500.00,0.09,36 months,other,0.22,MO,RENT,2583.33,715-719,7.00,5883.00,3.00,2 years
27901,14400.00,14400.00,0.12,36 months,debt_consolidation,0.13,KY,MORTGAGE,10408,710-714,9.00,34354.00,1.00,5 years
16346,5000.00,4900.00,0.06,36 months,other,0.09,NY,RENT,5520,750-754,10.00,7351.00,0.00,7 years
73961,13750.00,13750.00,0.14,36 months,credit_card,0.25,CA,RENT,3000,690-694,12.00,16734.00,1.00,1 year
10487,9000.00,8875.00,0.08,36 months,debt_consolidation,0.15,MA,MORTGAGE,5708.33,725-729,9.00,12217.00,0.00,7 years
3532,20000.00,13975.00,0.12,36 months,home_improvement,0.03,AL,MORTGAGE,5050,740-744,6.00,6863.00,4.00,10+ years
73164,5000.00,5000.00,0.09,36 months,credit_card,0.21,CA,RENT,3000,715-719,4.00,12841.00,0.00,3 years
57072,20000.00,19975.00,0.14,60 months,debt_consolidation,0.31,NY,RENT,4166.67,720-724,9.00,8810.00,0.00,6 years
57593,16000.00,16000.00,0.18,36 months,debt_consolidation,0.06,CA,RENT,7415.83,665-669,10.00,21686.00,3.00,10+ years
67373,10050.00,9900.00,0.06,36 months,small_business,0.21,TX,RENT,2500,750-754,11.00,13669.00,0.00,9 years
78043,8475.00,8475.00,0.08,36 months,debt_consolidation,0.16,CA,RENT,3983.33,720-724,9.00,6882.00,0.00,n/a
68628,.,15875.00,0.14,36 months,small_business,0.17,MD,MORTGAGE,3416.67,675-679,11.00,15891.00,0.00,2 years
34996,5000.00,5000.00,0.06,36 months,major_purchase,0.03,NY,RENT,3033,770-774,7.00,3663.00,0.00,8 years
98156,10000.00,10000.00,0.13,36 months,credit_card,0.05,CA,RENT,6250,695-699,5.00,9620.00,1.00,2 years
53853,9600.00,9600.00,0.08,36 months,debt_consolidation,0.03,DC,RENT,11250,725-729,13.00,4606.00,0.00,< 1 year
78078,5500.00,5500.00,0.16,36 months,vacation,0.20,CA,RENT,5416.67,670-674,13.00,13079.00,3.00,9 years
98954,24000.00,24000.00,0.16,36 months,debt_consolidation,0.29,VT,MORTGAGE,5577.26,690-694,10.00,13393.00,1.00,2 years
12157,12000.00,11650.00,0.13,60 months,car,0.21,FL,MORTGAGE,5683,730-734,15.00,21583.00,2.00,3 years
70028,16950.00,16950.00,0.17,60 months,debt_consolidation,0.27,OK,MORTGAGE,3583.33,710-714,7.00,12588.00,3.00,10+ years
45094,12000.00,12000.00,0.18,36 months,other,0.20,CA,RENT,5129,660-664,8.00,8923.00,0.00,5 years
13652,4800.00,4800.00,0.11,36 months,other,0.23,MA,RENT,1750,710-714,6.00,11234.00,0.00,5 years
73741,15000.00,15000.00,0.13,36 months,debt_consolidation,0.13,MA,RENT,9000,690-694,19.00,11016.00,0.00,< 1 year
39314,12000.00,12000.00,0.08,36 months,debt_consolidation,0.13,CA,RENT,7166.67,735-739,16.00,13715.00,1.00,4 years
48636,15000.00,15000.00,0.15,36 months,credit_card,0.06,WA,MORTGAGE,5416.67,700-704,9.00,13775.00,1.00,10+ years
42253,20000.00,19925.00,0.19,60 months,small_business,0.15,MO,MORTGAGE,6250,680-684,5.00,3105.00,1.00,10+ years
61049,8500.00,8500.00,0.15,36 months,debt_consolidation,0.08,CO,RENT,3333.33,670-674,5.00,8844.00,0.00,< 1 year
22637,2800.00,2800.00,0.14,36 months,debt_consolidation,0.00,MD,MORTGAGE,3458,680-684,3.00,0.00,2.00,10+ years
40756,9600.00,9600.00,0.15,36 months,credit_card,0.02,CA,RENT,5833.33,675-679,7.00,5879.00,1.00,7 years
60695,12000.00,12000.00,0.19,36 months,debt_consolidation,0.27,GA,MORTGAGE,13333.33,665-669,18.00,62069.00,0.00,5 years
41813,4800.00,4800.00,0.15,60 months,other,0.22,CO,RENT,3333,695-699,7.00,4147.00,2.00,3 years
49664,9600.00,9600.00,0.11,36 months,debt_consolidation,0.09,MA,RENT,3458.33,720-724,4.00,8915.00,0.00,10+ years
81788,5000.00,5000.00,0.11,36 months,other,0.14,NY,RENT,3333.33,685-689,10.00,8436.00,0.00,n/a
72251,18000.00,18000.00,0.20,60 months,debt_consolidation,0.17,AL,RENT,10583.33,695-699,13.00,55691.00,0.00,5 years
26424,15000.00,14975.00,0.13,36 months,small_business,0.03,AK,RENT,6666.67,705-709,3.00,2698.00,0.00,< 1 year
48235,10000.00,10000.00,0.07,36 months,debt_consolidation,0.19,WA,MORTGAGE,5208.33,740-744,8.00,28302.00,0.00,10+ years
98090,22000.00,22000.00,0.16,60 months,debt_consolidation,0.21,KY,MORTGAGE,5416.67,700-704,9.00,10267.00,1.00,10+ years
47597,12000.00,12000.00,0.19,36 months,debt_consolidation,0.15,CT,OWN,4166.67,665-669,3.00,6309.00,0.00,6 years
33997,14475.00,14475.00,0.15,36 months,credit_card,0.24,NJ,RENT,4166.67,680-684,12.00,13294.00,1.00,3 years
384,5000.00,3150.00,0.14,36 months,car,0.23,MN,MORTGAGE,6000,660-664,17.00,29877.00,2.00,10+ years
6263,1000.00,1000.00,0.09,36 months,educational,0.11,NY,OWN,4583.33,755-759,22.00,17069.00,1.00,< 1 year
51742,18000.00,17925.00,0.19,60 months,debt_consolidation,0.21,CA,RENT,6867.92,690-694,13.00,19446.00,0.00,10+ years
38247,20000.00,20000.00,0.12,36 months,credit_card,0.10,SD,MORTGAGE,5416.67,725-729,12.00,18267.00,1.00,4 years
30210,3800.00,3800.00,0.07,36 months,credit_card,0.03,NY,RENT,3583.33,740-744,9.00,3766.00,0.00,4 years
41267,35000.00,34975.00,0.08,36 months,small_business,0.02,IL,RENT,18333.33,775-779,10.00,1992.00,0.00,1 year
47286,23000.00,22950.00,0.16,36 months,credit_card,0.16,CA,RENT,7083.33,695-699,8.00,9664.00,2.00,4 years
35468,7000.00,7000.00,0.08,36 months,medical,0.21,TX,OWN,2300,765-769,4.00,0.00,0.00,10+ years
16446,25000.00,24675.00,0.21,60 months,home_improvement,0.19,TX,MORTGAGE,6000,665-669,17.00,12757.00,2.00,10+ years
13054,25000.00,24950.00,0.21,60 months,debt_consolidation,0.19,NJ,RENT,8000,675-679,9.00,19548.00,0.00,3 years
14118,19800.00,19775.00,0.13,36 months,credit_card,0.20,MO,MORTGAGE,6666.67,730-734,8.00,31220.00,0.00,< 1 year
34644,19425.00,19400.00,0.12,60 months,debt_consolidation,0.18,CA,MORTGAGE,3225.23,745-749,10.00,6782.00,1.00,2 years
12788,16000.00,15900.00,0.16,60 months,debt_consolidation,0.05,NY,MORTGAGE,17500,700-704,7.00,12643.00,1.00,5 years
81395,4500.00,4500.00,0.12,36 months,debt_consolidation,0.14,AZ,RENT,1250,675-679,8.00,6265.00,0.00,5 years
61493,10000.00,10000.00,0.18,36 months,credit_card,0.06,CO,RENT,7166.67,685-689,NA,15279.00,1.00,10+ years
1173,7000.00,1998.00,0.08,36 months,credit_card,0.06,AZ,MORTGAGE,7583.33,750-754,9.00,21135.00,0.00,10+ years
39792,7000.00,7000.00,0.11,36 months,debt_consolidation,0.07,CA,RENT,3333.33,700-704,7.00,12168.00,0.00,< 1 year
10096,3000.00,3000.00,0.15,36 months,debt_consolidation,0.24,IL,MORTGAGE,5000,665-669,6.00,5527.00,1.00,5 years
19581,7500.00,7500.00,0.11,60 months,debt_consolidation,0.24,NY,RENT,1820,720-724,13.00,4409.00,2.00,2 years
89139,16000.00,16000.00,0.15,60 months,major_purchase,0.16,NY,RENT,11250,675-679,10.00,15550.00,0.00,2 years
87504,2800.00,2800.00,0.10,36 months,major_purchase,0.12,NY,RENT,2083.33,695-699,7.00,7261.00,0.00,< 1 year
599,14700.00,1973.77,0.12,36 months,debt_consolidation,0.22,CT,RENT,3100,700-704,14.00,14694.00,2.00,8 years
3204,15000.00,6200.00,0.13,36 months,home_improvement,0.14,MO,MORTGAGE,8750,705-709,8.00,21702.00,3.00,1 year
98277,20700.00,20700.00,0.16,60 months,debt_consolidation,0.33,CA,RENT,6250,720-724,20.00,22277.00,1.00,7 years
33055,2200.00,2200.00,0.12,36 months,home_improvement,0.01,NY,MORTGAGE,7167.92,725-729,4.00,2639.00,0.00,3 years
103989,1750.00,1750.00,0.08,36 months,debt_consolidation,0.23,VA,MORTGAGE,2000,735-739,13.00,13826.00,5.00,10+ years
46027,7200.00,7200.00,0.08,36 months,debt_consolidation,0.25,TX,RENT,5416.67,705-709,8.00,12017.00,0.00,7 years
28808,10000.00,10000.00,0.11,36 months,debt_consolidation,0.08,NY,OWN,5833.33,700-704,15.00,11620.00,0.00,< 1 year
41417,28000.00,27950.00,0.19,60 months,debt_consolidation,0.05,VA,MORTGAGE,10813.17,685-689,8.00,9397.00,3.00,10+ years
24516,5000.00,5000.00,0.12,60 months,major_purchase,0.15,TX,RENT,4167,725-729,10.00,3489.00,3.00,2 years
36929,17475.00,17475.00,0.10,36 months,credit_card,0.18,NJ,RENT,3333.33,730-734,15.00,17261.00,1.00,2 years
7953,16000.00,16000.00,0.15,36 months,debt_consolidation,0.09,CA,RENT,5416.67,690-694,9.00,15518.00,0.00,10+ years
71008,15475.00,15450.00,0.14,36 months,debt_consolidation,0.27,SC,MORTGAGE,3750,685-689,14.00,19670.00,0.00,10+ years
73287,21850.00,21850.00,0.16,60 months,debt_consolidation,0.32,GA,MORTGAGE,4628,715-719,17.00,32103.00,1.00,10+ years
46245,23500.00,23450.00,0.15,36 months,debt_consolidation,0.19,CA,RENT,4000,685-689,7.00,20542.00,0.00,n/a
26323,5600.00,5600.00,0.08,36 months,major_purchase,0.20,CA,RENT,3166.67,730-734,12.00,32987.00,0.00,6 years
68857,6000.00,6000.00,0.10,36 months,credit_card,0.16,CA,OWN,5166.67,710-714,13.00,8862.00,3.00,7 years
36889,10800.00,10800.00,0.15,36 months,debt_consolidation,0.08,CA,RENT,9583.33,675-679,6.00,6487.00,1.00,< 1 year
3893,5500.00,5500.00,0.12,36 months,credit_card,0.18,MA,RENT,3583.33,695-699,8.00,5668.00,3.00,1 year
24044,20000.00,20000.00,0.14,60 months,debt_consolidation,0.21,MO,OWN,4167,745-749,8.00,11372.00,3.00,9 years
28812,8000.00,8000.00,0.07,36 months,car,0.03,CT,MORTGAGE,5666.67,730-734,7.00,5964.00,0.00,10+ years
97462,1000.00,1000.00,0.23,36 months,other,0.20,NY,RENT,884.9,665-669,4.00,5561.00,0.00,n/a
6326,3600.00,3600.00,0.08,36 months,major_purchase,0.01,CA,MORTGAGE,5666.67,735-739,6.00,2907.00,0.00,10+ years
88522,24000.00,23975.00,0.21,60 months,debt_consolidation,0.24,OK,MORTGAGE,6500,685-689,17.00,36555.00,3.00,6 years
35796,12000.00,12000.00,0.20,60 months,debt_consolidation,0.12,GA,RENT,3000,660-664,10.00,10828.00,0.00,4 years
2178,11050.00,10878.55,0.15,36 months,debt_consolidation,0.15,CA,RENT,5250,675-679,12.00,27780.00,1.00,< 1 year
49201,20000.00,20000.00,0.08,36 months,debt_consolidation,0.10,AR,MORTGAGE,10400,735-739,14.00,15626.00,0.00,2 years
83847,5775.00,5775.00,0.15,36 months,debt_consolidation,0.04,SC,RENT,5000,670-674,8.00,10088.00,2.00,10+ years
81514,10375.00,10375.00,0.08,36 months,debt_consolidation,0.28,MD,MORTGAGE,4500,745-749,7.00,0.00,0.00,5 years
47422,3500.00,3500.00,0.08,36 months,debt_consolidation,0.21,CA,RENT,4333.33,725-729,9.00,11538.00,0.00,6 years
80512,2500.00,2500.00,0.11,36 months,major_purchase,0.10,CA,RENT,4333.33,720-724,4.00,4922.00,0.00,3 years
68987,6200.00,6200.00,0.15,36 months,credit_card,0.21,CA,RENT,1940,665-669,5.00,16850.00,0.00,n/a
79217,29000.00,29000.00,0.18,36 months,debt_consolidation,0.16,MA,RENT,7666.67,695-699,11.00,23319.00,0.00,2 years
73233,6900.00,6900.00,0.14,36 months,credit_card,0.18,AR,OWN,4166.67,685-689,9.00,9720.00,1.00,10+ years
21993,7450.00,7450.00,0.13,36 months,debt_consolidation,0.03,WA,MORTGAGE,5883.33,710-714,2.00,6416.00,1.00,10+ years
6039,24250.00,23811.24,0.13,36 months,home_improvement,0.13,NY,OWN,18750,725-729,10.00,121563.00,1.00,10+ years
94925,8000.00,8000.00,0.17,36 months,other,0.05,AZ,MORTGAGE,5833.33,725-729,11.00,12484.00,1.00,10+ years
70905,20000.00,20000.00,0.21,36 months,debt_consolidation,0.27,TX,MORTGAGE,7750,660-664,15.00,26976.00,0.00,2 years
53284,14400.00,14400.00,0.13,36 months,debt_consolidation,0.21,CA,RENT,3333.33,700-704,9.00,14073.00,1.00,3 years
18017,19750.00,19725.00,0.21,60 months,debt_consolidation,0.15,KS,RENT,4000,670-674,4.00,1948.00,1.00,3 years
76858,15500.00,15500.00,0.18,36 months,debt_consolidation,0.28,VA,OWN,3333.33,675-679,10.00,8692.00,0.00,4 years
27371,7400.00,7400.00,0.14,36 months,other,0.21,NY,RENT,4166.25,675-679,17.00,6653.00,1.00,n/a
17242,19000.00,18975.00,0.14,36 months,credit_card,0.14,CA,RENT,2964.67,705-709,9.00,11219.00,0.00,10+ years
32654,5000.00,5000.00,0.12,36 months,major_purchase,0.10,GA,RENT,9288.33,705-709,17.00,798.00,1.00,3 years
4532,5000.00,4900.00,0.08,36 months,other,0.14,OH,RENT,5166.67,750-754,8.00,15489.00,1.00,10+ years
11819,12000.00,12000.00,0.16,60 months,major_purchase,0.10,TX,RENT,5000,680-684,9.00,6852.00,1.00,3 years
52255,2800.00,2800.00,0.08,36 months,credit_card,0.17,MA,RENT,3583.33,720-724,12.00,5182.00,0.00,2 years
79704,31000.00,31000.00,0.21,60 months,debt_consolidation,0.11,NY,RENT,5833.33,705-709,12.00,27120.00,0.00,< 1 year
74460,24000.00,24000.00,0.24,60 months,debt_consolidation,0.25,OK,MORTGAGE,11666.67,660-664,21.00,9733.00,3.00,10+ years
42255,12000.00,12000.00,0.10,36 months,wedding,0.04,WA,RENT,12500,705-709,9.00,22889.00,0.00,9 years
76842,17500.00,17500.00,0.21,60 months,home_improvement,0.02,NY,RENT,4166.67,685-689,7.00,3377.00,3.00,10+ years
51429,8000.00,8000.00,0.16,36 months,debt_consolidation,0.10,TX,RENT,5250,665-669,14.00,6035.00,1.00,5 years
21036,4600.00,4600.00,0.08,36 months,debt_consolidation,0.09,MO,MORTGAGE,6500,700-704,9.00,12942.00,0.00,7 years
14355,7200.00,7200.00,0.11,60 months,debt_consolidation,0.17,CA,RENT,2944,715-719,11.00,5459.00,0.00,6 years
70571,12000.00,12000.00,0.12,36 months,debt_consolidation,0.20,NV,MORTGAGE,7666.67,685-689,10.00,5832.00,0.00,2 years
54656,30000.00,30000.00,0.16,60 months,debt_consolidation,0.21,GA,MORTGAGE,6666.67,720-724,14.00,32854.00,2.00,10+ years
82788,1200.00,1200.00,0.16,36 months,debt_consolidation,0.27,MI,RENT,2166.67,665-669,9.00,9076.00,1.00,3 years
94081,20000.00,20000.00,0.07,36 months,credit_card,0.22,DC,MORTGAGE,8161.33,720-724,14.00,27904.00,1.00,8 years
56385,10000.00,10000.00,0.11,36 months,debt_consolidation,0.18,CA,RENT,2500,700-704,6.00,11120.00,0.00,3 years
34472,15000.00,15000.00,0.13,60 months,debt_consolidation,0.16,NY,MORTGAGE,4500,730-734,17.00,18592.00,2.00,1 year
73201,18000.00,18000.00,0.22,60 months,credit_card,0.17,OH,MORTGAGE,5562.92,660-664,13.00,14866.00,3.00,7 years
45828,16000.00,16000.00,0.19,60 months,credit_card,0.21,NC,RENT,3416.67,680-684,8.00,26060.00,1.00,10+ years
61500,20000.00,20000.00,0.13,36 months,debt_consolidation,0.04,IL,MORTGAGE,7238.92,720-724,6.00,11751.00,3.00,10+ years
27486,6000.00,6000.00,0.10,36 months,other,0.08,FL,MORTGAGE,2625,715-719,4.00,5167.00,0.00,10+ years
27552,9600.00,9600.00,0.18,36 months,debt_consolidation,0.15,VA,MORTGAGE,5166.67,660-664,8.00,13041.00,1.00,10+ years
85918,10050.00,10050.00,0.14,36 months,debt_consolidation,0.08,NV,OTHER,7266.67,675-679,8.00,24281.00,0.00,2 years
47960,4000.00,4000.00,0.19,60 months,small_business,0.09,VA,RENT,3700,680-684,19.00,2177.00,2.00,2 years
60580,12800.00,12800.00,0.12,36 months,credit_card,0.10,NC,MORTGAGE,5000,690-694,9.00,33085.00,0.00,10+ years
53271,7000.00,7000.00,0.07,36 months,major_purchase,0.08,NM,MORTGAGE,10000,750-754,9.00,6761.00,1.00,6 years
68850,3000.00,2975.00,0.08,36 months,major_purchase,0.18,LA,RENT,3458.33,720-724,.,2999.00,0.00,1 year
95536,10000.00,10000.00,0.17,36 months,debt_consolidation,0.29,FL,MORTGAGE,3500,660-664,11.00,9059.00,1.00,7 years
31876,12000.00,12000.00,0.17,60 months,debt_consolidation,0.07,OR,MORTGAGE,5445,670-674,8.00,4904.00,0.00,9 years
82804,25800.00,25800.00,0.13,36 months,credit_card,0.19,VT,RENT,4833.33,715-719,7.00,31427.00,0.00,4 years
33010,6000.00,5975.00,0.08,36 months,small_business,0.19,PA,RENT,2100,715-719,9.00,4847.00,0.00,3 years
